index,type,name,status,embedded_dump,embedded_size,embedded_sha256,candidate_count
864,image,mtl_t6_wpn_zmb_blundergat_armor_nml,inventory,,,,
865,image,~-gmtl_t6_wpn_zmb_blundergat_armor_col,inventory,,,,
866,material,mc/mtl_t6_wpn_zmb_blundergat_armor,inventory,,,,
867,camo,camo_blundergat,inventory,,,,
868,image,~~-gmtl_t6_wpn_ballistic_knif~2f4bfdde,inventory,,,,
869,image,mtl_t6_wpn_ballistic_knife_nml,inventory,,,,
870,image,~mtl_t6_wpn_ballistic_knife_a~48017b29,inventory,,,,
871,image,~-gmtl_t6_wpn_ballistic_knife_col,inventory,,,,
872,image,~mtl_t6_wpn_ballistic_knife_i~9f497e13,inventory,,,,
873,material,mc/mtl_t6_wpn_ballistic_knife_thermal,inventory,,,,
874,material,mc/mtl_t6_wpn_ballistic_knife_camo1,inventory,,,,
875,image,~~-gmtl_t6_wpn_knife_base_spc~9c97c3e4,inventory,,,,
876,image,mtl_t6_wpn_knife_base_nml,inventory,,,,
877,image,~mtl_t6_wpn_knife_base_ao-l&m~eb418e84,inventory,,,,
878,image,~-gmtl_t6_wpn_knife_base_col,inventory,,,,
879,material,mc/mtl_t6_wpn_knife_base_thermal,inventory,,,,
880,material,mc/mtl_t6_wpn_knife_base,inventory,,,,
881,material,mc/mtl_t6_wpn_ballistic_knife_camo2,inventory,,,,
882,material,mc/mtl_t6_wpn_knife_base_camo2,inventory,,,,
883,camo,camo_ballistic_knife,inventory,,,,
884,image,~~-gmtl_t6_wpn_shotty_870mcs_~bcb28dd4,inventory,,,,
885,image,mtl_t6_wpn_shotty_870mcs_nml,inventory,,,,
886,image,~mtl_t6_wpn_shotty_870mcs_ao-~7f6ddb87,inventory,,,,
887,image,~-gmtl_t6_wpn_shotty_870mcs_col,inventory,,,,
888,image,~mtl_t6_wpn_shotty_870mcs_ir-~0dbd77ce,inventory,,,,
889,material,mc/mtl_t6_wpn_shotty_870mcs_thermal,inventory,,,,
890,material,mc/mtl_t6_wpn_shotty_870mcs_camo1,inventory,,,,
891,material,mc/mtl_t6_wpn_shotty_870mcs_camo2,inventory,,,,
892,material,mc/mtl_t6_wpn_shotty_870mcs_camo3,inventory,,,,
893,material,mc/mtl_t6_wpn_shotty_870mcs,inventory,,,,
894,image,~~-gshells_green_sc-rgb&~-rsh~dd2c93f2,inventory,,,,
895,image,shells_n,inventory,,,,
896,image,~shells_ao-ll&$white-ll,inventory,,,,
897,image,~-gshells_green_c,inventory,,,,
898,material,mc/mtl_t6_wpn_shotgun_shells,inventory,,,,
899,image,~~-gshells_red_sc-rgb&~-rshel~317193ae,inventory,,,,
900,image,~-gshells_red_c,inventory,,,,
901,material,mc/mtl_t6_wpn_shotgun_shells_red,inventory,,,,
902,camo,camo_870mcs,inventory,,,,
903,image,~~-gray_gun_s-rgb&~-rray_gun_~0d7425f4,inventory,,,,
904,image,ray_gun_n,inventory,,,,
905,image,~-gray_gun,inventory,,,,
906,material,mc/mtl_t6_wpn_zmb_raygun_camo,inventory,,,,
907,techniqueset,mc_lit_sm_r0c0n0s0_7426e277,inventory,,,,
908,material,mc/mtl_ray_gun,inventory,,,,
909,camo,camo_raygun,inventory,,,,
910,image,~~-gmtl_t6_wpn_zmb_raygun2_sp~1dd399f4,inventory,,,,
911,image,mtl_t6_wpn_zmb_raygun2_nml1,inventory,,,,
912,image,~-gmtl_t6_wpn_zmb_raygun2_col1,inventory,,,,
913,image,~mtl_t6_wpn_zmb_raygun2_ir1-r~da5a3a4c,inventory,,,,
914,material,mc/mtl_t6_wpn_zmb_raygun2_1_thermal,inventory,,,,
915,material,mc/mtl_t6_wpn_zmb_raygun2_1_camo,inventory,,,,
916,camo,camo_raygun_mark2,inventory,,,,
917,image,~~-gmtl_t6_wpn_zmb_slipgun_sp~2c58deb5,inventory,,,,
918,image,mtl_t6_wpn_zmb_slipgun_n,inventory,,,,
919,image,~mtl_t6_wpn_zmb_slipgun_ao-l&~f6407572,inventory,,,,
920,image,~-gmtl_t6_wpn_zmb_slipgun_c,inventory,,,,
921,material,mc/mtl_t6_wpn_zmb_slipgun,inventory,,,,
922,techniqueset,mc_lit_r0c0n0_eez8z6uu,inventory,,,,
923,image,mtl_t6_wpn_zmb_slipgun_scroll_c,inventory,,,,
924,material,mc/mtl_t6_wpn_zmb_slipgun_scroll,inventory,,,,
925,camo,camo_slipgun,inventory,,,,
926,image,~~-gt6_wpn_shotty_spas_spc-rg~30f95781,inventory,,,,
927,image,t6_wpn_shotty_spas_nml,inventory,,,,
928,image,~t6_wpn_shotty_spas_ao-l&t6_w~212d08ea,inventory,,,,
929,image,~-gt6_wpn_shotty_spas_col,inventory,,,,
930,material,mc/mtl_t6_wpn_shotty_spas_camo1,inventory,,,,
931,material,mc/mtl_t6_wpn_shotty_spas_camo2,inventory,,,,
932,techniqueset,mc_lit_sm_r0c0d0n0s0o0_9561jwz8,inventory,,,,
933,image,plastic_n,inventory,,,,
934,material,mc/mtl_t6_wpn_shotty_spas_detail,inventory,,,,
935,camo,camo_spas,inventory,,,,
936,image,~~-gmtl_t6_wpn_smg_msmc_spc-r~19c19d50,inventory,,,,
937,image,mtl_t6_wpn_smg_msmc_nml,inventory,,,,
938,image,~mtl_t6_wpn_smg_msmc_ao-l&mtl~40e1b908,inventory,,,,
939,image,~-gmtl_t6_wpn_smg_msmc_col,inventory,,,,
940,image,~mtl_t6_wpn_smg_msmc_ir-r&mtl~486bf70b,inventory,,,,
941,material,mc/mtl_t6_wpn_smg_msmc_thermal,inventory,,,,
942,material,mc/mtl_t6_wpn_smg_msmc_camo1,inventory,,,,
943,material,mc/mtl_t6_wpn_smg_msmc_camo2,inventory,,,,
944,material,mc/mtl_t6_wpn_smg_msmc_camo3,inventory,,,,
945,material,mc/mtl_t6_wpn_smg_msmc_camo4,inventory,,,,
946,camo,camo_msmc,inventory,,,,
947,image,~~-gmtl_t6_wpn_smg_uzi_spc-rg~0879b203,inventory,,,,
948,image,mtl_t6_wpn_smg_uzi_nml,inventory,,,,
949,image,~mtl_t6_wpn_smg_uzi_ao-l&mtl_~84967fd4,inventory,,,,
950,image,~-gmtl_t6_wpn_smg_uzi_col,inventory,,,,
951,image,~mtl_t6_wpn_smg_uzi_ir-r&mtl_~8c55737a,inventory,,,,
952,material,mc/mtl_t6_wpn_smg_uzi_thermal,inventory,,,,
953,material,mc/mtl_t6_wpn_smg_uzi_camo1,inventory,,,,
954,material,mc/mtl_t6_wpn_smg_uzi_camo2,inventory,,,,
955,camo,camo_uzi,inventory,,,,
956,image,~~-gmtl_t6_wpn_zmb_thompson_s~03f1811d,inventory,,,,
957,image,mtl_t6_wpn_zmb_thompson_nml,inventory,,,,
958,image,~mtl_t6_wpn_zmb_thompson_ao-l~515270e4,inventory,,,,
959,image,~-gmtl_t6_wpn_zmb_thompson_col,inventory,,,,
960,image,~mtl_t6_wpn_zmb_thompson_ir-r~1cce9cc0,inventory,,,,
961,material,mc/mtl_t6_wpn_zmb_thompson_thermal,inventory,,,,
962,material,mc/mtl_t6_wpn_zmb_thompson,inventory,,,,
963,material,mc/mtl_t6_wpn_zmb_thompson_camo1,inventory,,,,
964,camo,camo_thompson,inventory,,,,
965,image,~~-gmtl_t6_wpn_ar_ak47_spc-rg~9cc4d8bd,inventory,,,,
966,image,mtl_t6_wpn_ar_ak47_nml,inventory,,,,
967,image,~mtl_t6_wpn_ar_ak47_ao-l&mtl_~86318752,inventory,,,,
968,image,~-gmtl_t6_wpn_ar_ak47_col,inventory,,,,
969,image,~mtl_t6_wpn_ar_ak47_ir-r&mtl_~1435d15e,inventory,,,,
970,material,mc/mtl_t6_wpn_ar_ak47_thermal,inventory,,,,
971,material,mc/mtl_t6_wpn_ar_ak47_camo1,inventory,,,,
972,image,~~-gmtl_t6_attach_mag_ak_spc-~36c8ff1d,inventory,,,,
973,image,mtl_t6_attach_mag_ak_nml,inventory,,,,
974,image,~mtl_t6_attach_mag_ak_ao-l&mt~f8626e95,inventory,,,,
975,image,~-gmtl_t6_attach_mag_ak_col,inventory,,,,
976,image,~mtl_t6_attach_mag_ak_ir-r&mt~1a95874f,inventory,,,,
977,material,mc/mtl_t6_attach_mag_ak_thermal,inventory,,,,
978,material,mc/mtl_t6_attach_mag_ak,inventory,,,,
979,material,mc/mtl_t6_wpn_ar_ak47_camo2,inventory,,,,
980,camo,camo_ak47,inventory,,,,
981,image,~~-gmtl_t6_wpn_minigun_spc-rg~9dec8b98,inventory,,,,
982,image,mtl_t6_wpn_minigun_nml,inventory,,,,
983,image,~mtl_t6_wpn_minigun_ao-l&mtl_~571c054f,inventory,,,,
984,image,~-gmtl_t6_wpn_minigun_col,inventory,,,,
985,image,~mtl_t6_wpn_minigun_ir-r&mtl_~4af4ec85,inventory,,,,
986,material,mc/mtl_t6_wpn_minigun_thermal,inventory,,,,
987,material,mc/mtl_t6_wpn_minigun,inventory,,,,
988,techniqueset,mc_lit_sm_t0c0n0s0_w63w73f2,inventory,,,,
989,image,~~-gmtl_t6_wpn_minigun_ammo_s~e99f4cd1,inventory,,,,
990,image,mtl_t6_wpn_minigun_ammo_nml,inventory,,,,
991,image,~-gmtl_t6_wpn_minigun_ammo_col,inventory,,,,
992,material,mc/mtl_t6_wpn_minigun_ammo,inventory,,,,
993,camo,camo_minigun,inventory,,,,
994,image,~~-gmtl_t6_wpn_smg_mp40_spc-r~56174584,inventory,,,,
995,image,~-gmtl_t6_wpn_smg_mp40_col,inventory,,,,
996,material,mc/mtl_t6_wpn_smg_mp40_camo1,inventory,,,,
997,material,mc/mtl_t6_wpn_smg_mp40_camo2,inventory,,,,
998,camo,camo_mp40,inventory,,,,
999,image,~~-gmtl_t6_wpn_ar_scarh_spc-r~248636b3,inventory,,,,
1000,image,mtl_t6_wpn_ar_scarh_nml,inventory,,,,
1001,image,~mtl_t6_wpn_ar_scarh_ao-l&mtl~a2da3d75,inventory,,,,
1002,image,~-gmtl_t6_wpn_ar_scarh_col,inventory,,,,
1003,image,~mtl_t6_wpn_ar_scarh_ir-r&mtl~69fcfa9e,inventory,,,,
1004,material,mc/mtl_t6_wpn_ar_scarh_thermal,inventory,,,,
1005,material,mc/mtl_t6_wpn_ar_scarh_camo1,inventory,,,,
1006,material,mc/mtl_t6_wpn_ar_scarh_camo2,inventory,,,,
1007,material,mc/mtl_t6_wpn_ar_scarh_camo3,inventory,,,,
1008,material,mc/mtl_t6_wpn_ar_scarh_camo4,inventory,,,,
1009,camo,camo_scarh,inventory,,,,
1010,image,~~-gmtl_t6_wpn_zmb_mg08_spc-r~1143a0cb,inventory,,,,
1011,image,mtl_t6_wpn_zmb_mg08_nml,inventory,,,,
1012,image,~-gmtl_t6_wpn_zmb_mg08_col,inventory,,,,
1013,material,mc/mtl_t6_wpn_zmb_mg08_camo,inventory,,,,
1014,image,~~-gmtl_t6_wpn_zmb_mg08_mag_s~b90a1624,inventory,,,,
1015,image,mtl_t6_wpn_zmb_mg08_mag_nml,inventory,,,,
1016,image,~-gmtl_t6_wpn_zmb_mg08_mag_col,inventory,,,,
1017,material,mc/mtl_t6_wpn_zmb_mg08_mag_camo,inventory,,,,
1018,material,mc/mtl_t6_wpn_zmb_mg08_mag,inventory,,,,
1019,material,mc/mtl_t6_wpn_zmb_mg08,inventory,,,,
1020,camo,camo_mg08,inventory,,,,
1021,image,~~-gmtl_t6_wpn_smg_scorpion_s~47bb01de,inventory,,,,
1022,image,mtl_t6_wpn_smg_scorpion_nml,inventory,,,,
1023,image,~mtl_t6_wpn_smg_scorpion_ao-l~72f657ae,inventory,,,,
1024,image,~-gmtl_t6_wpn_smg_scorpion_col,inventory,,,,
1025,image,~mtl_t6_wpn_smg_scorpion_ir-r~911a5593,inventory,,,,
1026,material,mc/mtl_t6_wpn_smg_scorpion_thermal,inventory,,,,
1027,material,mc/mtl_t6_wpn_smg_scorpion_camo1,inventory,,,,
1028,material,mc/mtl_t6_wpn_smg_scorpion_camo2,inventory,,,,
1029,material,mc/mtl_t6_wpn_smg_scorpion_camo3,inventory,,,,
1030,material,mc/mtl_t6_wpn_smg_scorpion_camo4,inventory,,,,
1031,camo,camo_scorpionevo,inventory,,,,
1032,image,~~-gmtl_t6_wpn_ar_hk416_spc-r~3b83c03d,inventory,,,,
1033,image,mtl_t6_wpn_ar_hk416_nml,inventory,,,,
1034,image,~mtl_t6_wpn_ar_hk416_ao-l&mtl~d1227f62,inventory,,,,
1035,image,~-gmtl_t6_wpn_ar_hk416_col,inventory,,,,
1036,image,~mtl_t6_wpn_ar_hk416_ir-r&mtl~0f038584,inventory,,,,
1037,material,mc/mtl_t6_wpn_ar_hk416_thermal,inventory,,,,
1038,material,mc/mtl_t6_wpn_ar_hk416,inventory,,,,
1039,material,mc/mtl_t6_wpn_ar_hk416_camo2,inventory,,,,
1040,material,mc/mtl_t6_wpn_ar_hk416_camo3,inventory,,,,
1041,material,mc/mtl_t6_wpn_ar_hk416_camo4,inventory,,,,
1042,image,~~-gmtl_t6_wpn_ar_hk416_grip_~030c6d5f,inventory,,,,
1043,image,mtl_t6_wpn_ar_hk416_grip_nml,inventory,,,,
1044,image,~-gmtl_t6_wpn_ar_hk416_grip_col,inventory,,,,
1045,image,~mtl_t6_wpn_ar_hk416_grip_ir-~66f37788,inventory,,,,
1046,material,mc/mtl_t6_wpn_ar_hk416_grip_thermal,inventory,,,,
1047,material,mc/mtl_t6_wpn_ar_hk416_grip_camo2,inventory,,,,
1048,material,mc/mtl_t6_wpn_ar_hk416_grip,inventory,,,,
1049,camo,camo_hk416,inventory,,,,
1050,image,~~-gmtl_t6_wpn_shotty_ksg_spc~c9c44ed6,inventory,,,,
1051,image,mtl_t6_wpn_shotty_ksg_nml,inventory,,,,
1052,image,~mtl_t6_wpn_shotty_ksg_ao-l&m~4b28b7de,inventory,,,,
1053,image,~-gmtl_t6_wpn_shotty_ksg_col,inventory,,,,
1054,image,~mtl_t6_wpn_shotty_ksg_ir-r&m~743ace2d,inventory,,,,
1055,material,mc/mtl_t6_wpn_shotty_ksg_thermal,inventory,,,,
1056,material,mc/mtl_t6_wpn_shotty_ksg_camo1,inventory,,,,
1057,material,mc/mtl_t6_wpn_shotty_ksg_camo2,inventory,,,,
1058,material,mc/mtl_t6_wpn_shotty_ksg_camo3,inventory,,,,
1059,material,mc/mtl_t6_wpn_shotty_ksg_camo4,inventory,,,,
1060,camo,camo_ksg,inventory,,,,
1061,image,~~-gmtl_t6_wpn_smg_pdw57_spc-~2f14e473,inventory,,,,
1062,image,mtl_t6_wpn_smg_pdw57_nml,inventory,,,,
1063,image,~mtl_t6_wpn_smg_pdw57_ao-l&mt~d48dc345,inventory,,,,
1064,image,~-gmtl_t6_wpn_smg_pdw57_col,inventory,,,,
1065,image,~mtl_t6_wpn_smg_pdw57_ir-r&mt~b0b51921,inventory,,,,
1066,material,mc/mtl_t6_wpn_smg_pdw57_thermal,inventory,,,,
1067,material,mc/mtl_t6_wpn_smg_pdw57_camo1,inventory,,,,
1068,material,mc/mtl_t6_wpn_smg_pdw57_camo2,inventory,,,,
1069,material,mc/mtl_t6_wpn_smg_pdw57_camo3,inventory,,,,
1070,material,mc/mtl_t6_wpn_smg_pdw57_camo4,inventory,,,,
1071,camo,camo_pdw57,inventory,,,,
1072,image,~~-gmtl_t6_wpn_ar_stg44_spc-r~497707e5,inventory,,,,
1073,image,mtl_t6_wpn_ar_stg44_nml,inventory,,,,
1074,image,~-gmtl_t6_wpn_ar_stg44_col,inventory,,,,
1075,image,~mtl_t6_wpn_ar_stg44_ir-r&mtl~d3b75fbb,inventory,,,,
1076,material,mc/mtl_t6_wpn_stg44_thermal,inventory,,,,
1077,material,mc/mtl_t6_wpn_ar_stg44,inventory,,,,
1078,material,mc/mtl_t6_wpn_ar_stg44_camo2,inventory,,,,
1079,camo,camo_stg44,inventory,,,,
1080,image,~~-gmtl_t6_wpn_sniper_ballist~5f538f3a,inventory,,,,
1081,image,~mtl_t6_wpn_sniper_ballista_a~c281cc51,inventory,,,,
1082,image,~-gmtl_t6_wpn_sniper_ballista_col,inventory,,,,
1083,material,mc/mtl_t6_wpn_sniper_ballista_camo1,inventory,,,,
1084,image,~~-gmtl_t6_wpn_sniper_ballist~e541153f,inventory,,,,
1085,image,mtl_t6_wpn_sniper_ballista_scope_nml,inventory,,,,
1086,image,~mtl_t6_wpn_sniper_ballista_s~03fbaf1f,inventory,,,,
1087,image,~-gmtl_t6_wpn_sniper_ballista~f9eaeff9,inventory,,,,
1088,image,~mtl_t6_wpn_sniper_ballista_s~e35f4ac5,inventory,,,,
1089,material,mc/mtl_t6_wpn_sniper_ballista_scope_thermal,inventory,,,,
1090,material,mc/mtl_t6_wpn_sniper_ballista_scope_camo1,inventory,,,,
1091,material,mc/mtl_t6_wpn_sniper_ballista_camo3,inventory,,,,
1092,material,mc/mtl_t6_wpn_sniper_ballista_camo2,inventory,,,,
1093,image,~~-gmtl_t6_wpn_sniper_ballist~77b7f0fa,inventory,,,,
1094,image,mtl_t6_wpn_sniper_ballista_sights_nml,inventory,,,,
1095,image,~-gmtl_t6_wpn_sniper_ballista~0bdce4cf,inventory,,,,
1096,image,~_mtl_t6_wpn_base_noheat_ir-rrb,inventory,,,,
1097,material,mc/mtl_t6_wpn_sniper_ballista_sights_thermal,inventory,,,,
1098,material,mc/mtl_t6_wpn_sniper_ballista_sights,inventory,,,,
1099,material,mc/mtl_t6_wpn_sniper_ballista_scope_camo2,inventory,,,,
1100,camo,camo_ballista,inventory,,,,
1101,image,~~-gmtl_t6_wpn_pistol_rnma_sp~079031fa,inventory,,,,
1102,image,mtl_t6_wpn_pistol_rnma_nml,inventory,,,,
1103,image,~mtl_t6_wpn_pistol_rnma_ao-l&~7aa1ca73,inventory,,,,
1104,image,~-gmtl_t6_wpn_pistol_rnma_col,inventory,,,,
1105,material,mc/mtl_t6_wpn_pistol_rnma_camo1,inventory,,,,
1106,material,mc/mtl_t6_wpn_pistol_rnma_camo2,inventory,,,,
1107,camo,camo_rnma,inventory,,,,
1108,image,~~-gmtl_t6_wpn_ar_an94_spc-rg~9f7fdf89,inventory,,,,
1109,image,mtl_t6_wpn_ar_an94_nml,inventory,,,,
1110,image,~mtl_t6_wpn_ar_an94_ao-l&mtl_~d3fe71e8,inventory,,,,
1111,image,~-gmtl_t6_wpn_ar_an94_col,inventory,,,,
1112,image,~mtl_t6_wpn_ar_an94_ir-r&mtl_~4c150ffa,inventory,,,,
1113,material,mc/mtl_t6_wpn_ar_an94_thermal,inventory,,,,
1114,material,mc/mtl_t6_wpn_ar_an94_camo1,inventory,,,,
1115,material,mc/mtl_t6_wpn_ar_an94_camo3,inventory,,,,
1116,material,mc/mtl_t6_wpn_ar_an94_camo4,inventory,,,,
1117,material,mc/mtl_t6_wpn_ar_an94_camo2,inventory,,,,
1118,camo,camo_an94,inventory,,,,
1119,image,~~-gmtl_t6_wpn_lmg_lsat_spc-r~2be1400f,inventory,,,,
1120,image,mtl_t6_wpn_lmg_lsat_nml,inventory,,,,
1121,image,~mtl_t6_wpn_lmg_lsat_ao-l&mtl~8354639a,inventory,,,,
1122,image,~-gmtl_t6_wpn_lmg_lsat_col,inventory,,,,
1123,image,~mtl_t6_wpn_lmg_lsat_ir-r&mtl~913758ff,inventory,,,,
1124,material,mc/mtl_t6_wpn_lmg_lsat_thermal,inventory,,,,
1125,material,mc/mtl_t6_wpn_lmg_lsat_camo1,inventory,,,,
1126,material,mc/mtl_t6_wpn_lmg_lsat_camo3,inventory,,,,
1127,material,mc/mtl_t6_wpn_lmg_lsat_camo2,inventory,,,,
1128,material,mc/mtl_t6_wpn_lmg_lsat_camo4,inventory,,,,
1129,image,~~-gmtl_t6_wpn_lmg_lsat_ammo_~b9f88bb5,inventory,,,,
1130,image,mtl_t6_wpn_lmg_lsat_ammo_nml,inventory,,,,
1131,image,~mtl_t6_wpn_lmg_lsat_ammo_ao-~cf0c3789,inventory,,,,
1132,image,~-gmtl_t6_wpn_lmg_lsat_ammo_col,inventory,,,,
1133,image,~mtl_t6_wpn_lmg_lsat_ammo_ir-~3138a9c6,inventory,,,,
1134,material,mc/mtl_t6_wpn_lmg_lsat_ammo_thermal,inventory,,,,
1135,material,mc/mtl_t6_wpn_lmg_lsat_ammo,inventory,,,,
1136,camo,camo_lsat,inventory,,,,
1137,image,~~-gmtl_t6_wpn_sniper_svu_spc~d35d6ab1,inventory,,,,
1138,image,mtl_t6_wpn_sniper_svu_nml,inventory,,,,
1139,image,~mtl_t6_wpn_sniper_svu_ao-l&m~4e161e2e,inventory,,,,
1140,image,~-gmtl_t6_wpn_sniper_svu_col,inventory,,,,
1141,image,~mtl_t6_wpn_sniper_svu_ir-r&m~6f6c52d5,inventory,,,,
1142,material,mc/mtl_t6_wpn_sniper_svu_thermal,inventory,,,,
1143,material,mc/mtl_t6_wpn_sniper_svu,inventory,,,,
1144,image,~~-gmtl_t6_wpn_sniper_svu_sco~f7fe4a27,inventory,,,,
1145,image,mtl_t6_wpn_sniper_svu_scope_nml,inventory,,,,
1146,image,~mtl_t6_wpn_sniper_svu_scope_~d3764b3b,inventory,,,,
1147,image,~-gmtl_t6_wpn_sniper_svu_scope_col,inventory,,,,
1148,image,~mtl_t6_wpn_sniper_svu_scope_~a9fb1ab2,inventory,,,,
1149,material,mc/mtl_t6_wpn_sniper_svu_scope_thermal,inventory,,,,
1150,material,mc/mtl_t6_wpn_sniper_svu_scope,inventory,,,,
1151,material,mc/mtl_t6_wpn_sniper_svu_camo2,inventory,,,,
1152,material,mc/mtl_t6_wpn_sniper_svu_camo3,inventory,,,,
1153,material,mc/mtl_t6_wpn_sniper_svu_scope_camo2,inventory,,,,
1154,camo,camo_svu,inventory,,,,
1155,image,~~-gmtl_t6_wpn_zmb_mc96_spc-r~271c9147,inventory,,,,
1156,image,mtl_t6_wpn_zmb_mc96_nml,inventory,,,,
1157,image,~-gmtl_t6_wpn_zmb_mc96_col,inventory,,,,
1158,image,~mtl_t6_wpn_zmb_mc96_ir-r&mtl~4b1437ea,inventory,,,,
1159,material,mc/mtl_t6_wpn_zmb_mc96_thermal,inventory,,,,
1160,material,mc/mtl_t6_wpn_zmb_mc96_camo,inventory,,,,
1161,image,~~-gmtl_t6_attach_zmb_mc96_sp~81411e27,inventory,,,,
1162,image,mtl_t6_attach_zmb_mc96_nml,inventory,,,,
1163,material,mc/mtl_t6_attach_zmb_mc96_camo,inventory,,,,
1164,material,mc/mtl_t6_wpn_zmb_mc96_camo2,inventory,,,,
1165,material,mc/mtl_t6_attach_zmb_mc96_camo2,inventory,,,,
1166,camo,camo_mc96,inventory,,,,
1167,image,~~-gmtl_t6_wpn_smg_ak74u_spc-~e9e9e721,inventory,,,,
1168,image,mtl_t6_wpn_smg_ak74u_nml,inventory,,,,
1169,image,~mtl_t6_wpn_smg_ak74u_ao-l&mt~c5e3915a,inventory,,,,
1170,image,~-gmtl_t6_wpn_smg_ak74u_col,inventory,,,,
1171,image,~mtl_t6_wpn_smg_ak74u_ir-r&mt~c475770e,inventory,,,,
1172,material,mc/mtl_t6_wpn_smg_ak74u_thermal,inventory,,,,
1173,material,mc/mtl_t6_wpn_smg_ak74u_camo1,inventory,,,,
1174,material,mc/mtl_t6_wpn_smg_ak74u_camo2,inventory,,,,
1175,image,~~-gmtl_t6_attach_bullet_spc-~81d1624d,inventory,,,,
1176,image,mtl_t6_attach_bullet_nml,inventory,,,,
1177,image,~-gmtl_t6_attach_bullet_col,inventory,,,,
1178,material,mc/mtl_t6_attach_bullet,inventory,,,,
1179,camo,camo_ak74u,inventory,,,,
1180,image,~~-gmtl_t6_wpn_pistol_b2023r_~11bb827b,inventory,,,,
1181,image,mtl_t6_wpn_pistol_b2023r_nml,inventory,,,,
1182,image,~mtl_t6_wpn_pistol_b2023r_ao-~c0cac63b,inventory,,,,
1183,image,~-gmtl_t6_wpn_pistol_b2023r_col,inventory,,,,
1184,image,~mtl_t6_wpn_pistol_b2023r_ir_~05cf40fe,inventory,,,,
1185,material,mc/mtl_t6_wpn_pistol_b2023r_thermal,inventory,,,,
1186,material,mc/mtl_t6_wpn_pistol_b2023r_camo1,inventory,,,,
1187,material,mc/mtl_t6_wpn_pistol_b2023r_camo2,inventory,,,,
1188,material,mc/mtl_t6_wpn_pistol_b2023r_camo3,inventory,,,,
1189,material,mc/mtl_t6_wpn_pistol_b2023r,inventory,,,,
1190,camo,camo_b23r,inventory,,,,
1191,image,~~-gmtl_t6_wpn_smg_chicom_spc~23b0a468,inventory,,,,
1192,image,mtl_t6_wpn_smg_chicom_nml,inventory,,,,
1193,image,~mtl_t6_wpn_smg_chicom_ao-l&m~0476456b,inventory,,,,
1194,image,~-gmtl_t6_wpn_smg_chicom_col,inventory,,,,
1195,image,~mtl_t6_wpn_smg_chicom_ir-r&m~18de236e,inventory,,,,
1196,material,mc/mtl_t6_wpn_smg_chicom_thermal,inventory,,,,
1197,material,mc/mtl_t6_wpn_smg_chicom_camo1,inventory,,,,
1198,material,mc/mtl_t6_wpn_smg_chicom_camo4,inventory,,,,
1199,material,mc/mtl_t6_wpn_smg_chicom_camo3,inventory,,,,
1200,material,mc/mtl_t6_wpn_smg_chicom_camo2,inventory,,,,
1201,camo,camo_chicom,inventory,,,,
1202,image,~-gmtl_t6_wpn_ar_type95_col,inventory,,,,
1203,image,~mtl_t6_wpn_ar_type95_ir-r&mt~846c22ec,inventory,,,,
1204,material,mc/mtl_t6_wpn_ar_type95_thermal,inventory,,,,
1205,material,mc/mtl_t6_wpn_ar_type95,inventory,,,,
1206,material,mc/mtl_t6_wpn_ar_type95_camo2,inventory,,,,
1207,material,mc/mtl_t6_wpn_ar_type95_camo3,inventory,,,,
1208,material,mc/mtl_t6_wpn_ar_type95_camo1,inventory,,,,
1209,camo,camo_type95,inventory,,,,
1210,image,~~-gmtl_t6_wpn_ar_xm8_sc-rgb&~0a04d65b,inventory,,,,
1211,image,mtl_t6_wpn_ar_xm8_n,inventory,,,,
1212,image,~mtl_t6_wpn_ar_xm8_ao-l&mtl_t~658774ef,inventory,,,,
1213,image,~-gmtl_t6_wpn_ar_xm8_c,inventory,,,,
1214,image,~mtl_t6_wpn_ar_xm8_ir-r&mtl_t~b8888fcf,inventory,,,,
1215,material,mc/mtl_t6_wpn_ar_xm8_thermal,inventory,,,,
1216,material,mc/mtl_t6_wpn_ar_xm8,inventory,,,,
1217,material,mc/mtl_t6_wpn_ar_xm8_camo1,inventory,,,,
1218,material,mc/mtl_t6_wpn_ar_xm8_camo2,inventory,,,,
1219,material,mc/mtl_t6_wpn_ar_xm8_camo3,inventory,,,,
1220,image,detail_normal,inventory,,,,
1221,material,mc/mtl_t6_wpn_ar_xm8_detail,inventory,,,,
1222,camo,camo_xm8,inventory,,,,
1223,image,~~-gmtl_t6_wpn_lmg_rpd_spc-rg~fb01daab,inventory,,,,
1224,image,mtl_t6_wpn_lmg_rpd_nml,inventory,,,,
1225,image,~mtl_t6_wpn_lmg_rpd_ao-l&mtl_~789fb838,inventory,,,,
1226,image,~-gmtl_t6_wpn_lmg_rpd_col,inventory,,,,
1227,image,~mtl_t6_wpn_lmg_rpd_ir-r&mtl_~553e881c,inventory,,,,
1228,material,mc/mtl_t6_wpn_lmg_rpd_thermal,inventory,,,,
1229,material,mc/mtl_t6_wpn_lmg_rpd_camo1,inventory,,,,
1230,material,mc/mtl_t6_wpn_lmg_rpd_camo2,inventory,,,,
1231,image,~~-gmtl_t6_wpn_lmg_rpd_mount_~fb2b3ea8,inventory,,,,
1232,image,mtl_t6_wpn_lmg_rpd_mount_nml,inventory,,,,
1233,image,~-gmtl_t6_wpn_lmg_rpd_mount_col,inventory,,,,
1234,image,~mtl_t6_wpn_lmg_rpd_mount_ir-~0b14fbea,inventory,,,,
